Year,Month,Locality,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition prog.
2020,APR,SHENANDOAH,1311,3488,85557.6745,,0
2020,APR,STAUNTON CITY,402,4356,27864.241319999997,,0
2020,APR,WARREN,341,813,36998.578,0,1002
2020,APR,WAYNESBORO,171,488,18766.1204,624,5086.1
2020,APR,WINCHESTER,1739,5553,100909.32499999997,2260,44511.2
2020,AUG,ALBEMARLE,2606,6351,202395.68570999996,,0.00001
2020,AUG,AMHERST,1173,2603,109345.76968000001,,0
2020,AUG,APPOMATTOX,1080,1861,30923.20502,,0
2020,AUG,AUGUSTA,2140,5292,227209.7222600001,2096,10784.699999999999
2020,AUG,BATH,260,512,19416.629999999997,,0
2020,AUG,BEDFORD COUNTY,346,732,24691.9843,0,0
2020,AUG,BUCKINGHAM,1045,1949,39148.628639999995,,0
2020,AUG,BUENA VISTA,289,841.9999999999999,37136.88588,,0
2020,AUG,CAMPBELL,1037,2169,103049.52100999998,0,0
2020,AUG,CHARLOTTESVILLE,1415,7089,51024.07721999999,,6820
2020,AUG,CLARKE COUNTY,122,241,10634.65,61,921
2020,AUG,CULPEPER,858,2369,59216.48966,,0
2020,AUG,FAUQUIER,810,1886,49177.8528,,0
2020,AUG,FLUVANNA,352,683,22561.25344,,3091.90001
2020,AUG,FREDERICK,4542,6818,57221.82,,0
2020,AUG,GREENE,686,1972.9999999999998,68234.25641000002,,0
2020,AUG,HARRISONBURG,1974,6532,171325.89095,137,2217
2020,AUG,HIGHLAND,231,472,10251.5317,,0
2020,AUG,LEXINGTON,674,1631.9999999999998,32961.48337,,0
2020,AUG,LOUDOUN,5918,20087,253245.66875,2878,46733.75999999999
2020,AUG,LYNCHBURG,10542,19180,203979.07125999994,1330,10210
2020,AUG,MADISON,199,481,33031.02501,,0
2020,AUG,NELSON,602,1163,43346.61229999999,,0
2020,AUG,ORANGE,615,1599,37275.09374,,0
2020,AUG,PAGE COUNTY,320,556,43284.3683,,0
2020,AUG,PITTSYLVANIA,,,0,0,0
2020,AUG,RAPPAHANNOCK,270,619,12274.7817,,0
2020,AUG,ROCKBRIDGE,367,805,9081,,0
2020,AUG,ROCKINGHAM,1876,4225,99709.30674000003,,0
2020,AUG,SHENANDOAH,1023,2706,72366.7,,0
2020,AUG,STAUNTON CITY,457,3049,22567.015699999993,,65
2020,AUG,WARREN,317,854,32556.9,0,44
2020,AUG,WAYNESBORO,251,579,16712.229560000003,80,0
2020,AUG,WINCHESTER,1934,5672,173134.93000000002,0,0
2020,DEC,ALBEMARLE,2809,7348,296719.5484299999,55,1176
2020,DEC,AMHERST,1297,3198,96378.94243999998,1594.9999999999998,6064.7
2020,DEC,APPOMATTOX,1221,2133,34765.274789999996,,0
2020,DEC,AUGUSTA,2294,5536,218584.49235000004,283,426.60419999999993
2020,DEC,BATH,290,581,22602.582500000004,,0
2020,DEC,BEDFORD COUNTY,495,1007,37808.30359999999,,0
2020,DEC,BUCKINGHAM,688,1221,26505.202050000004,,0
2020,DEC,BUENA VISTA,527,1366,54983.60905,,0
2020,DEC,CAMPBELL,1322,2756,119282.36616999998,86,0
2020,DEC,CHARLOTTESVILLE,1903,11702,47021.088500000005,0,0
2020,DEC,CLARKE COUNTY,122,263,3251.526,0,598.8
2020,DEC,CULPEPER,908,2287,58920.04691000001,,0
2020,DEC,FAUQUIER,773,1941,35781.7754,,0
2020,DEC,FLUVANNA,328,594,22258.397749999996,,1215
2020,DEC,FREDERICK,1528,6023,64242.37899999999,,0
2020,DEC,GREENE,815,2480,83577.76928999997,80,1601.9
2020,DEC,HARRISONBURG,1755,5675,170816.58268,1511,64354.600009999995
2020,DEC,HIGHLAND,238,481,10699.7456,,0
2020,DEC,LEXINGTON,702,1728.0000000000002,48885.84412000001,,0
2020,DEC,LOUDOUN,5253,14709,204533.58075,900,11494.4
2020,DEC,LYNCHBURG,11058,22908,236845.98189000002,1034,16556.75
2020,DEC,MADISON,237,581,42069.17096,,0
2020,DEC,NELSON,602,1262,58281.359879999996,,0
2020,DEC,ORANGE,372,877,43956.91836,,0
2020,DEC,PAGE COUNTY,675,1330,61258.704,,0
2020,DEC,PITTSYLVANIA,,,0,0,0
2020,DEC,RAPPAHANNOCK,372,985,19434.9628,,0
2020,DEC,ROCKBRIDGE,96,2604,3781.12,,0
2020,DEC,ROCKINGHAM,1592,3965,96143.61812999997,292,7709.2
2020,DEC,SHENANDOAH,1091,2712,104022.2666,,0
2020,DEC,STAUNTON CITY,511,3384,28805.139999999992,,429
2020,DEC,WARREN,273,736,36365.936400000006,0,111
2020,DEC,WAYNESBORO,248,679,25885.785,0,720
2020,DEC,WINCHESTER,1867,5962,122881.796,117,3348.0167999999994
2020,FEB,ALBEMARLE,2265,5916,168267.20336,88,2381.8
2020,FEB,AMHERST,1344,2832,107767.04879999999,1679,4393.8
2020,FEB,APPOMATTOX,1330,1932.0000000000002,25637.610959999995,,0
2020,FEB,AUGUSTA,2496,6361,273526.15676000004,160,1573.1
2020,FEB,BATH,206,366,17164.5,,0
2020,FEB,BEDFORD COUNTY,416,798,17158.7742,,0
2020,FEB,BUCKINGHAM,935,1704,39595.647710000005,,0
2020,FEB,BUENA VISTA,458,876,27374.896799999995,,0
2020,FEB,CAMPBELL,1072,2136,105701.81796999999,649,7334.5
2020,FEB,CHARLOTTESVILLE,1049,7722,47653.85765,0,0
2020,FEB,CLARKE COUNTY,139,323,7182.099999999999,82,997.5
2020,FEB,CULPEPER,566,1384,35149.90179999999,,0
2020,FEB,FAUQUIER,778,1346,36416.94932,,0
2020,FEB,FLUVANNA,398,804,20031.4512,134,4065.1
2020,FEB,FREDERICK,2423,6341,55778.99220000001,,0
2020,FEB,GREENE,519,1292,36620.6838,79,537.5
2020,FEB,HARRISONBURG,1805,6619,160438.39203000002,124,2420.5
2020,FEB,HIGHLAND,72,119.00000000000001,3858.5422,,0
2020,FEB,LEXINGTON,664,1530,44482.97400000001,,0
2020,FEB,LOUDOUN,2604,6640,141859.97492999997,1065,22249.90002
2020,FEB,LYNCHBURG,5189,12652,154085.45138000004,3374.9999999999995,43462.875
2020,FEB,MADISON,279,659,20792.125,,0
2020,FEB,NELSON,594,1199,38254.715950000005,,0
2020,FEB,ORANGE,349,883,42595.53852000001,,0
2020,FEB,PAGE COUNTY,385,742,42145.54641,,0
2020,FEB,PITTSYLVANIA,,,0,310,2321
2020,FEB,RAPPAHANNOCK,269,446.99999999999994,16042.26585,,0
2020,FEB,ROCKBRIDGE,203,3959,11426.695,,0
2020,FEB,ROCKINGHAM,1387,3373,74363.90854000003,,0
2020,FEB,SHENANDOAH,1516,2241,88835.36876000001,,0
2020,FEB,STAUNTON CITY,674,5322,22528.403000000002,,626
2020,FEB,WARREN,657,1548,36655.007730000005,251,0
2020,FEB,WAYNESBORO,231,635,21090.438879999998,407,7692.4
2020,FEB,WINCHESTER,2454,6047,104217.26408,727,30785.30001
2020,JAN,ALBEMARLE,2457,6541,189061.84181000004,93,1977.4
2020,JAN,AMHERST,1287,3783,90433.19500000002,1656,3544
2020,JAN,APPOMATTOX,1363,2146,25136.855,,0
2020,JAN,AUGUSTA,2922,7440,294046.9032,70,1499.5
2020,JAN,BATH,204,371,13486.518399999999,,0
2020,JAN,BEDFORD COUNTY,506,998,18131.45325,,0
2020,JAN,BUCKINGHAM,904,1713,39707.00004,,0
2020,JAN,BUENA VISTA,782,1385,19328.925,,0
2020,JAN,CAMPBELL,1202,2539,99329.82500000001,229,6984
2020,JAN,CHARLOTTESVILLE,2635,9977,42747.925,0,0
2020,JAN,CLARKE COUNTY,253,393,6022.939,82,1134.5
2020,JAN,CULPEPER,640,1610,47837.799999999996,,0
2020,JAN,FAUQUIER,805,1858,32621.628999999997,,0
2020,JAN,FLUVANNA,344,632,45754.60003,133,3494
2020,JAN,FREDERICK,2647,6567,56539.028000000006,,0
2020,JAN,GREENE,634,1479,56427.4888,87,1691.5
2020,JAN,HARRISONBURG,2134,8511,141114.30004999996,307,2547.9
2020,JAN,HIGHLAND,98,149,2723,,0
2020,JAN,LEXINGTON,842,1858.9999999999998,39281.950000000004,,0
2020,JAN,LOUDOUN,2686,9940,161409.9507,1090,18518.900039999997
2020,JAN,LYNCHBURG,7403,14241,165689.14000000004,3101,27639.5
2020,JAN,MADISON,523,1260,26891.95,,0
2020,JAN,NELSON,369,722,34789.375,,0
2020,JAN,ORANGE,354,910,46719.9672,,0
2020,JAN,PAGE COUNTY,365,777,53732.08,,0
2020,JAN,PITTSYLVANIA,,,0,78,2332
2020,JAN,RAPPAHANNOCK,263,697,21238.6725,,0
2020,JAN,ROCKBRIDGE,100,2815,11987.125,,0
2020,JAN,ROCKINGHAM,1633,3368,94108.14502000001,,0
2020,JAN,SHENANDOAH,1240,3196,75434.58600000001,,0
2020,JAN,STAUNTON CITY,513,5760,24212.385000000002,,896.25
2020,JAN,WARREN,809,2502,44707.19990000001,257,644
2020,JAN,WAYNESBORO,623,1303,17564.694999999996,156,7880.9
2020,JAN,WINCHESTER,2495,7862,134082.36599999998,717,5344.00005
2020,JUL,ALBEMARLE,2066,4818,223548.98812,,0
2020,JUL,AMHERST,1227,2734,95792.85076000002,0,0
2020,JUL,APPOMATTOX,1318,2233,42198.876800000005,,0
2020,JUL,AUGUSTA,1994,4856,164917.20520000003,506,13240.880000000001
2020,JUL,BATH,273,533,16353.034439999998,,0
2020,JUL,BEDFORD COUNTY,401,762,19254.92675,0,0
2020,JUL,BUCKINGHAM,898,1687,47231.11845,,0
2020,JUL,BUENA VISTA,219,537,22954.414469999996,,0
2020,JUL,CAMPBELL,1242,2570,106535.4129,0,0
2020,JUL,CHARLOTTESVILLE,1313,8853,67887.33524,,11112.45
2020,JUL,CLARKE COUNTY,225,349,8194.599999999999,82,992
2020,JUL,CULPEPER,540,1423,77961.59105,,0
2020,JUL,FAUQUIER,772,1896,46013.0906,,0
2020,JUL,FLUVANNA,467,907,38724.67932999999,,1569.0000000000002
2020,JUL,FREDERICK,1360,6509,65173.14576,,0
2020,JUL,GREENE,624,1771.0000000000002,76376.83296999999,,0
2020,JUL,HARRISONBURG,2185,6934,244857.88976,211,2240.8
2020,JUL,HIGHLAND,234,466,13779.8786,,0
2020,JUL,LEXINGTON,4871,5922,50544.66,,0
2020,JUL,LOUDOUN,3829,20830,204445.89085000003,0,43579.89999999998
2020,JUL,LYNCHBURG,12177,17322,184445.09569000002,3995.0000000000005,22631.800000000007
2020,JUL,MADISON,309,527,32398.774999999998,,0
2020,JUL,NELSON,570,1056,36413.1682,,0
2020,JUL,ORANGE,573,1476,37846.39302,,0
2020,JUL,PAGE COUNTY,316,591,35423.63574,,0
2020,JUL,PITTSYLVANIA,,,0,0,0
2020,JUL,RAPPAHANNOCK,225,525,11120.47445,,0
2020,JUL,ROCKBRIDGE,2512,2754,6970.5,,0
2020,JUL,ROCKINGHAM,1395,3075,90307.59327999999,75,0
2020,JUL,SHENANDOAH,850,2108,47416.7936,,0
2020,JUL,STAUNTON CITY,403,2956,19026.311919999996,,844
2020,JUL,WARREN,306,747,33832.675,0,0
2020,JUL,WAYNESBORO,152,380,17501.53576,80,660
2020,JUL,WINCHESTER,2022,6303,215834.42,1175,2179
2020,JUN,ALBEMARLE,2265,6209,182929.82105,18,498.4
2020,JUN,AMHERST,1244,2890,99883.16830000002,1554.0000000000002,2812.4
2020,JUN,APPOMATTOX,1322,2344,46470.6162,,0
2020,JUN,AUGUSTA,2109,4974,188522.6224999999,18,12048.600000000002
2020,JUN,BATH,290,623,18115.71952,,0
2020,JUN,BEDFORD COUNTY,237,546,14717.484499999999,0,0
2020,JUN,BUCKINGHAM,859,1685,41871.10830000001,,0
2020,JUN,BUENA VISTA,345,812,36159.69295,,0
2020,JUN,CAMPBELL,1138,2488,95060.79290000001,0,0
2020,JUN,CHARLOTTESVILLE,1766,9547,63109.56812999999,,4831.199999999999
2020,JUN,CLARKE COUNTY,115,222,9097.9,82,1453.4
2020,JUN,CULPEPER,1014,2667,84936.59197000001,,0
2020,JUN,FAUQUIER,831,1955,72456.04991,,0
2020,JUN,FLUVANNA,392,801,31306.078250000002,,3097.6
2020,JUN,FREDERICK,5539,7872,55634.835,,0
2020,JUN,GREENE,517,1446,67433.76062999999,,0
2020,JUN,HARRISONBURG,2476,8850,141946.81233,276,2415
2020,JUN,HIGHLAND,231,476,11420.668,,0
2020,JUN,LEXINGTON,2273,2875,54465.39003999999,,0
2020,JUN,LOUDOUN,5321,24053,227788.69546999998,1140,38871.05
2020,JUN,LYNCHBURG,9834,14995,204103.63614000002,1075,3065
2020,JUN,MADISON,190,438,24081.72996,,0
2020,JUN,NELSON,619,1174,46492.01621000001,,0
2020,JUN,ORANGE,573,1391,31068.034990000004,,0
2020,JUN,PAGE COUNTY,379,637,59115.371399999996,,0
2020,JUN,PITTSYLVANIA,,,0,0,0
2020,JUN,RAPPAHANNOCK,252,558,21780.323,,0
2020,JUN,ROCKBRIDGE,165,3284,12265.75,,0
2020,JUN,ROCKINGHAM,1677,3687,94141.23701999999,,0
2020,JUN,SHENANDOAH,1120,2880,97087.01978000002,,0
2020,JUN,STAUNTON CITY,293,3039,24368.737489999996,,229
2020,JUN,WARREN,258,749,31560.65,0,456
2020,JUN,WAYNESBORO,129,536,22343.13332,,314
2020,JUN,WINCHESTER,2427,7246,154504.47571,2260,15862.5
2020,MAR,ALBEMARLE,2609,6176.44,194745.37208000003,56,1776.1999999999998
2020,MAR,AMHERST,858,2416,114467.70390000001,1770,7797.00015
2020,MAR,APPOMATTOX,1094,1844,28537.455700000006,,0
2020,MAR,AUGUSTA,2639,6449,259542.8113100001,160,2974.6
2020,MAR,BATH,221,389,13853.69443,,0
2020,MAR,BEDFORD COUNTY,471,937,21253.609419999997,,0
2020,MAR,BUCKINGHAM,874,1608,45015.84380999999,,0
2020,MAR,BUENA VISTA,337,903.0000000000001,30488.3849,,0
2020,MAR,CAMPBELL,895,1770,95558.86441000001,,2269.5
2020,MAR,CHARLOTTESVILLE,1295,7093,56563.62076000001,0,0
2020,MAR,CLARKE COUNTY,166,275,9345.54232,82,1168.6
2020,MAR,CULPEPER,533,1530,31404.726460000005,,0
2020,MAR,FAUQUIER,776,1768,42926.35850999999,,0
2020,MAR,FLUVANNA,344,940,35040.52426,133,6855.650000000001
2020,MAR,FREDERICK,3265,5634,61216.76999999999,,0
2020,MAR,GREENE,637,1712,57880.01912999999,78,1996.9
2020,MAR,HARRISONBURG,2140,7862,148789.60404,0,3410.4
2020,MAR,HIGHLAND,173,311,11200.62502,,0
2020,MAR,LEXINGTON,963,2311,59729.26322,,0
2020,MAR,LOUDOUN,2663,12166,213042.32392,1065,24277
2020,MAR,LYNCHBURG,8922,13646,203935.68848000007,286,33133.950240000006
2020,MAR,MADISON,272,639,37563.42016,,0
2020,MAR,NELSON,578,1204,48208.44841,,0
2020,MAR,ORANGE,534,1367,47942.07098,,0
2020,MAR,PAGE COUNTY,399,661,59834.98819999999,,0
2020,MAR,PITTSYLVANIA,,,0,76,2640.5
2020,MAR,RAPPAHANNOCK,352,893.0000000000001,32282.603,,0
2020,MAR,ROCKBRIDGE,201.99999999999997,4646,14040.912620000001,,0
2020,MAR,ROCKINGHAM,1876,3949,78408.82151000001,,930.2
2020,MAR,SHENANDOAH,1290,3512,49138.96515,,0
2020,MAR,STAUNTON CITY,593,5593,27504.29998,,445
2020,MAR,WARREN,523,1448,36695.8585,215,1421.5
2020,MAR,WAYNESBORO,224,596,16942.02779,624,4196.4
2020,MAR,WINCHESTER,1949,5764,116331.24952000001,962,65288.6
2020,MAY,ALBEMARLE,2395,10763,194504.0321300001,18,592.8
2020,MAY,AMHERST,1317,2976,83940.78327000001,2583,1220.4
2020,MAY,APPOMATTOX,1334,2312,48486.69238,,0
2020,MAY,AUGUSTA,2310,5650,193461.73135,18,5344.02
2020,MAY,BATH,311,660,21773.9795,,0
2020,MAY,BEDFORD COUNTY,453,800,21021.99564,,0
2020,MAY,BUCKINGHAM,902,1735,41822.4293,,0
2020,MAY,BUENA VISTA,242,533,28147.709740000002,,0
2020,MAY,CAMPBELL,841,2320,101743.46910999999,,762
2020,MAY,CHARLOTTESVILLE,1597,9612,53703.90996,,0
2020,MAY,CLARKE COUNTY,121,238,3774.275,82,1000
2020,MAY,CULPEPER,1008,1952,51815.373869999996,,0
2020,MAY,FAUQUIER,848,1911,25016.72207,,0
2020,MAY,FLUVANNA,427,1080,25097.657209999998,,3695.5
2020,MAY,FREDERICK,8375,14057,48617.58332,,0
2020,MAY,GREENE,637,1644,59450.54581,78,1947.9
2020,MAY,HARRISONBURG,2055,7447,192638.20744,268,2304.8
2020,MAY,HIGHLAND,236,487,8981.294139999998,,0
2020,MAY,LEXINGTON,705,1675,56416.94891999999,,0
2020,MAY,LOUDOUN,4927,26585,211896.44061000002,1055,30114.6
2020,MAY,LYNCHBURG,10765,14906,189584.73254,2433,29864.199999999997
2020,MAY,MADISON,193,504,23002.845739999997,,0
2020,MAY,NELSON,745,1472,43747.275149999994,,0
2020,MAY,ORANGE,558,1409,23784.1926,,0
2020,MAY,PAGE COUNTY,346,481,56086.56427,,0
2020,MAY,PITTSYLVANIA,,,0,28,674.7
2020,MAY,RAPPAHANNOCK,267,723,28613.73446,,0
2020,MAY,ROCKBRIDGE,209,5926,11664.72576,,0
2020,MAY,ROCKINGHAM,2021,4241,96396.92388000002,75,1766.9
2020,MAY,SHENANDOAH,1287,3772,79924.34980000001,,0
2020,MAY,STAUNTON CITY,308,3533,28964.08816,,0
2020,MAY,WARREN,243,579,29186.850000000002,0,476.3
2020,MAY,WAYNESBORO,159,554,17622.259369999996,640,4812.8
2020,MAY,WINCHESTER,1874,6005,122124.64155999999,2260,17376.4
2020,NOV,ALBEMARLE,2806,7464,202972.06564999997,55,1684.1751199999999
2020,NOV,AMHERST,1431,3944,102283.57701999997,0,9528.6014
2020,NOV,APPOMATTOX,1016,1627,24573.9155,,0
2020,NOV,AUGUSTA,2843,6897,274193.63372999994,79,633.6042
2020,NOV,BATH,314,653,15446.04845,,0
2020,NOV,BEDFORD COUNTY,460,910,24223.445599999995,24,219
2020,NOV,BUCKINGHAM,762,1425,33224.4875,,0
2020,NOV,BUENA VISTA,454,1163,41248.355970000004,,0
2020,NOV,CAMPBELL,1337,3140,123339.42642000002,,92
2020,NOV,CHARLOTTESVILLE,1465,10136,38474.31149000001,0,0
2020,NOV,CLARKE COUNTY,192,404,5063.3279999999995,63,1272
2020,NOV,CULPEPER,852,2273,60094.190299999995,,0
2020,NOV,FAUQUIER,888,2170,37017.48512,,0
2020,NOV,FLUVANNA,473,794,37924.60067000001,132,2700
2020,NOV,FREDERICK,1951,4796,43275.75573999999,,0
2020,NOV,GREENE,787,2294,82499.31173999998,80,1008.7
2020,NOV,HARRISONBURG,3981,5880,184956.11925000005,263,3184.1
2020,NOV,HIGHLAND,259,518,16305.620760000002,,0
2020,NOV,LEXINGTON,812,2162,57106.769400000005,,0
2020,NOV,LOUDOUN,4414,12875,201833.76479000004,856,25251.35
2020,NOV,LYNCHBURG,12059,21287,227651.59480999998,1724.9999999999998,21622.2224
2020,NOV,MADISON,261,611,45851.14233999999,,0
2020,NOV,NELSON,696,1369,42076.49165,,0
2020,NOV,ORANGE,738,1731,29096.58801,,0
2020,NOV,PAGE COUNTY,791,1513,44089.73052,,0
2020,NOV,PITTSYLVANIA,,,0,0,0
2020,NOV,RAPPAHANNOCK,485.99999999999994,1234,20710.46361,,0
2020,NOV,ROCKBRIDGE,321,3675,11442.99,,0
2020,NOV,ROCKINGHAM,1876,4336,124380.36751999999,292,5992.5
2020,NOV,SHENANDOAH,1121,2865,90484.65251999999,,0
2020,NOV,STAUNTON CITY,369,4058,27020.7527,,313
2020,NOV,WARREN,363,990,37242.075,0,0
2020,NOV,WAYNESBORO,241,652,17136.563560000002,0,1621.09596
2020,NOV,WINCHESTER,2443,7782,149147.53912,117,4730.6
2020,OCT,ALBEMARLE,2627,6834,246369.8142,55,1864.2165200000002
2020,OCT,AMHERST,1460,3269,114609.85517,1108,4099.5
2020,OCT,APPOMATTOX,975,1619,32046.14382,,0
2020,OCT,AUGUSTA,2331,5784,233333.51923,15,426.60419999999993
2020,OCT,BATH,301,602,18152.45712,,0
2020,OCT,BEDFORD COUNTY,380,760,27151.830340000004,24,0
2020,OCT,BUCKINGHAM,1016,1817,44415.5894,,0
2020,OCT,BUENA VISTA,404,1000,33302.80267999999,,0
2020,OCT,CAMPBELL,1187,2554,119556.73018999997,46,0
2020,OCT,CHARLOTTESVILLE,1543,10295,43149.61216999999,0,0
2020,OCT,CLARKE COUNTY,126,264,6263.701779999999,63,516
2020,OCT,CULPEPER,713,1899,71336.60908999998,,0
2020,OCT,FAUQUIER,821,1995,52732.37582,,0
2020,OCT,FLUVANNA,441,727,29848.389000000003,,4430.3654799999995
2020,OCT,FREDERICK,4390,6076,58441.79778000001,,0
2020,OCT,GREENE,665,1978,91975.60010000003,78,1592.4
2020,OCT,HARRISONBURG,1946,7379,156868.13782999993,74,7231.3
2020,OCT,HIGHLAND,239,489,11743.60095,,0
2020,OCT,LEXINGTON,774,1868.9999999999998,40803.31335,,0
2020,OCT,LOUDOUN,3131,14186,242776.44008000003,970,21050.523199999996
2020,OCT,LYNCHBURG,12572,21061,243213.04958000008,640,13583.902999999998
2020,OCT,MADISON,205,528,46813.531279999996,,0
2020,OCT,NELSON,615,1214,41966.999220000005,,0
2020,OCT,ORANGE,671,1583,42942.80295,,0
2020,OCT,PAGE COUNTY,653,1145,63282.47447,,0
2020,OCT,RAPPAHANNOCK,248,643,21590.60234,,0
2020,OCT,ROCKBRIDGE,151,4710,8916.85,,0
2020,OCT,ROCKINGHAM,2922,4401,128558.39507,292,10793.6
2020,OCT,SHENANDOAH,968,2573,73481.75895,,0
2020,OCT,STAUNTON CITY,703,4397,27792.915499999992,,270
2020,OCT,WARREN,185,985,34440.64143,0,322.4
2020,OCT,WAYNESBORO,210,563,21808.670799999996,0,455
2020,OCT,WINCHESTER,1982,6060,145028.04284999997,140,5697.0084
2020,SEP,ALBEMARLE,2657,6209,270534.55878,55,1138.5
2020,SEP,AMHERST,1382,2976,87223.65315,1275,6765
2020,SEP,APPOMATTOX,1236,2080,24937.880960000002,,0
2020,SEP,AUGUSTA,2127,5344,229672.67513999995,15,3001.5
2020,SEP,BATH,235,433,17545.695,,0
2020,SEP,BEDFORD COUNTY,355,780,23967.12208,0,1734
2020,SEP,BUCKINGHAM,975,1815,52200.24320999999,,0
2020,SEP,BUENA VISTA,241,620,27485.095839999994,,0
2020,SEP,CAMPBELL,1301,2822,119699.89234,,544.3
2020,SEP,CHARLOTTESVILLE,1271,8916,44335.50016,,0
2020,SEP,CLARKE COUNTY,126,242,5894.425,52,887
2020,SEP,CULPEPER,862,2403,68472.79531,,0
2020,SEP,FAUQUIER,713,1864,54814.60682,,0
2020,SEP,FLUVANNA,326,1039,39073.236170000004,,1863
2020,SEP,FREDERICK,4423,8404,57541.33252,,0
2020,SEP,GREENE,689,2040,73689.43356000003,,0
2020,SEP,HARRISONBURG,1914,6440,203753.27939999994,143,4651.4
2020,SEP,HIGHLAND,203,435,12383.4256,,0
2020,SEP,LEXINGTON,718,1806,66778.37903999999,,0
2020,SEP,LOUDOUN,3335,16429,213875.79707,700,11362.9
2020,SEP,LYNCHBURG,13832,22985,200785.3445999999,697,11345.8006
2020,SEP,MADISON,233,555,33860.64226,,0
2020,SEP,NELSON,559,1001,34558.804059999995,,0
2020,SEP,ORANGE,531,1259,24983.924870000003,,0
2020,SEP,PAGE COUNTY,335,759,37483.625,,0
2020,SEP,RAPPAHANNOCK,303,654,16139.37074,,0
2020,SEP,ROCKBRIDGE,169,1066,9568.800000000001,,0
2020,SEP,ROCKINGHAM,1910,4185,130071.75572000002,68,4220.1
2020,SEP,SHENANDOAH,1074,2745,76482.59,,0
2020,SEP,STAUNTON CITY,653,4054,29764.30375999999,,475
2020,SEP,WARREN,238,637,36335.25000000001,0,0
2020,SEP,WAYNESBORO,218,596,24170.37752,0,0
2020,SEP,WINCHESTER,2180,6848,170947.39725,0,1990.8195999999998
2021,APR,ALBEMARLE,1787,4413,178119.28001000002,55,1226.9581500000002
2021,APR,AMHERST,1022,2312,76784.50543,1002.0000000000001,0
2021,APR,APPOMATTOX,1239,1892,34577.44156000001,,0
2021,APR,AUGUSTA,1385,3148,141942.14351000002,62,1083.1
2021,APR,BATH,284,530.0000000000001,20035.52001,134,0
2021,APR,BEDFORD COUNTY,421,794,44559.17800000001,0,0
2021,APR,BUCKINGHAM,680,1320,34913.6765,,0
2021,APR,BUENA VISTA,218.00000000000003,546,28554.584999999995,,0
2021,APR,CAMPBELL,798,1731,97160.40552,25,509.7833
2021,APR,CHARLOTTESVILLE,792,3791,29476.281,0,0
2021,APR,CLARKE COUNTY,139,325,6932.231000000001,64,532.5
2021,APR,CULPEPER,534,1134,57564.06566,,0
2021,APR,FAUQUIER,619,1468,39812.224500000004,,0
2021,APR,FLUVANNA,328,811,29015.43362,90,0
2021,APR,FREDERICK,511,7803,39678.62,,0
2021,APR,GREENE,604,1614,56608.92721999999,73,1724
2021,APR,HARRISONBURG,1734,5602,138251.99034999995,256,8411
2021,APR,HIGHLAND,246,486,10748.7758,,0
2021,APR,LEXINGTON,496.99999999999994,1027.9999999999998,34223.64432,,0
2021,APR,LOUDOUN,11676,22950,242285.07299999997,676,3632
2021,APR,LYNCHBURG,9041,12913,181031.38304000002,372,18326.616
2021,APR,MADISON,168,377,30819.985999999997,,0
2021,APR,NELSON,564,1065,49524.41500000001,,0
2021,APR,ORANGE,578,1157,33190.087,,0
2021,APR,PAGE COUNTY,252,631,36389.065,50,0
2021,APR,PITTSYLVANIA,,,0,0,0
2021,APR,RAPPAHANNOCK,173,387,15562.94125,,0
2021,APR,ROCKBRIDGE,114,4954,6327.900000000001,,0
2021,APR,ROCKINGHAM,1313,2691,82002.23124000001,303,3290.74
2021,APR,SHENANDOAH,711,1768,42645.450000000004,,0
2021,APR,STAUNTON CITY,271,3251,21004.328999999998,,205
2021,APR,WARREN,525,2039,28653.694999999996,34,0
2021,APR,WAYNESBORO,199,423,13959.509999999998,100,2051.6665000000003
2021,APR,WINCHESTER,1121,4053,140361.44999999998,129,20587.6531
2021,FEB,ALBEMARLE,2445,6502,251559.86186000006,55,1045
2021,FEB,AMHERST,908,2127,75844.85500000001,1401,5697
2021,FEB,APPOMATTOX,773,1286,31438.145,,0
2021,FEB,AUGUSTA,1569,3749,155319.61171000003,125,1730.52644
2021,FEB,BATH,269,606,14291.49516,0,0
2021,FEB,BEDFORD COUNTY,378,769,27297.625,30,0
2021,FEB,BUCKINGHAM,504,956,22834.92972,,0
2021,FEB,BUENA VISTA,300,755,40734.25000000001,,0
2021,FEB,CAMPBELL,865,1996,94957.71875000001,5,573.4
2021,FEB,CHARLOTTESVILLE,719,8400,45897.55075,0,0
2021,FEB,CLARKE COUNTY,177,320,6614.724999999999,0,836.6
2021,FEB,CULPEPER,662,1830,45368.485590000004,,0
2021,FEB,FAUQUIER,588,1531,38328.973099999996,,0
2021,FEB,FLUVANNA,372,929,25658.42175,90,1710
2021,FEB,FREDERICK,485,1543,34392.554,,0
2021,FEB,GREENE,571,1632,54289.762749999994,,1923.3999999999999
2021,FEB,HARRISONBURG,2550,6112,154093.06762000005,23,8119.200000000001
2021,FEB,HIGHLAND,199,408,9061.01945,,0
2021,FEB,LEXINGTON,644,1487,44212.3771,,0
2021,FEB,LOUDOUN,3068,16882,132162.918,780,8310.332699999999
2021,FEB,LYNCHBURG,11149,15773,154530.615,55,21443.1
2021,FEB,MADISON,163,378.99999999999994,30401.742,,0
2021,FEB,NELSON,531,1036,46716.82753,,0
