quantity_donated_kg,quantity_available_kg,shelf_life_hours,storage_temp_C,distance_to_foodbank_km,foodbank_capacity_kg,current_stock_kg,beneficiaries_count,redistribution_priority,donation_month,donation_dayofweek,stock_pressure,surplus_ratio,need_per_km,is_perishable,cold_chain_ok,city_Bathinda,city_Chandigarh,city_Delhi,city_Jaipur,city_Jalandhar,city_Ludhiana,city_Patiala,state_Delhi,state_Punjab,state_Rajasthan,donor_type_Gurudwara Langar,donor_type_Hostel Mess,donor_type_Household,donor_type_Restaurant,donor_type_Supermarket,donor_type_Wedding Hall,food_type_Cooked Meals,food_type_Dairy,food_type_Fruits,food_type_Rice,food_type_Vegetables,food_type_Wheat Flour,storage_condition_No Storage,storage_condition_Room,foodbank_id_FB-02,foodbank_id_FB-03,foodbank_id_FB-04,foodbank_id_FB-05,transport_available_Yes
123.9,115.3,20,4.6,24.3,1000,141,227,2,2,0,0.141,0.931,8.97,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
106.7,70.4,48,2.4,27.3,1500,349,118,1,1,0,0.233,0.66,4.17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
101.6,59.0,80,4.2,29.1,1000,190,378,2,2,1,0.19,0.581,12.56,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
103.8,84.3,10,3.7,15.8,1000,802,82,2,2,1,0.802,0.812,4.88,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52.5,35.1,6,23.9,4.4,500,166,166,0,2,5,0.332,0.669,30.74,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
37.6,22.8,7,3.9,13.4,1000,786,147,2,1,1,0.786,0.606,10.21,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
64.1,53.1,181,23.0,9.8,500,64,365,2,1,0,0.128,0.828,33.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
100.8,73.6,2,25.1,6.4,1500,966,206,2,3,1,0.644,0.73,27.84,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
71.9,47.5,25,1.5,4.3,800,184,124,2,3,0,0.23,0.661,23.4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
102.1,86.7,17,28.2,16.9,500,369,107,2,3,0,0.738,0.849,5.98,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
139.5,106.8,17,18.9,26.7,1500,1068,651,0,1,1,0.712,0.766,23.5,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
92.5,62.7,64,31.7,15.9,800,596,78,1,2,5,0.745,0.678,4.62,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
132.7,97.2,35,4.5,20.9,800,749,112,2,1,3,0.936,0.732,5.11,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
53.1,30.8,37,20.3,21.9,800,306,319,2,1,0,0.382,0.58,13.93,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
80.8,60.0,6,4.8,14.3,1000,661,288,0,1,3,0.661,0.743,18.82,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
104.0,87.5,9,22.7,23.8,1000,727,202,0,1,3,0.727,0.841,8.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
84.3,81.3,29,28.2,22.1,800,716,310,0,1,1,0.895,0.964,13.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
69.7,68.1,5,21.9,11.2,1000,575,380,0,1,1,0.575,0.977,31.15,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
49.3,47.0,92,3.4,13.75,500,469,137,2,1,0,0.938,0.953,9.29,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
58.0,48.7,44,22.6,18.9,500,375,252,1,2,5,0.75,0.84,12.66,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
61.7,54.0,145,27.1,4.2,1000,540,202,2,2,1,0.54,0.875,38.85,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
81.0,61.2,69,26.0,13.3,800,167,300,2,3,2,0.209,0.756,20.98,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
86.94999999999999,52.3,38,23.0,5.9,500,213,316,2,2,5,0.426,0.601,45.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
52.2,46.5,151,2.9,13.4,1000,306,328,2,2,5,0.306,0.891,22.78,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
127.9,106.3,21,33.1,6.4,800,407,173,0,2,3,0.509,0.831,23.38,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
84.3,79.7,57,4.2,6.4,1500,1406,428,2,2,6,0.937,0.945,57.84,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
61.2,36.9,31,33.3,15.2,800,653,424,2,3,4,0.816,0.603,26.17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
105.2,68.4,9,32.5,9.4,500,474,371,0,3,4,0.948,0.65,35.67,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
100.9,60.1,52,26.5,3.1,1000,420,326,2,1,5,0.42,0.596,79.51,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
133.3,127.0,8,25.8,28.7,800,426,269,2,1,6,0.532,0.953,9.06,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
167.6,102.4,8,2.6,23.9,800,92,118,2,2,6,0.115,0.611,4.74,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
80.4,46.7,30,4.6,3.9,1000,836,449,2,1,6,0.836,0.581,91.63,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
84.7,68.6,9,3.0,6.4,500,322,384,0,2,4,0.644,0.81,51.89,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
47.5,28.4,18,6.5,17.7,500,335,277,2,1,1,0.67,0.598,14.81,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
69.4,67.1,30,22.0,26.2,1000,818,174,2,1,0,0.818,0.967,6.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
78.9,55.3,32,5.6,15.0,1500,743,257,2,2,4,0.495,0.701,16.06,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
111.0,98.3,130,27.5,6.2,500,124,229,2,1,0,0.248,0.886,31.81,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
63.9,53.3,38,2.8,13.2,800,352,119,2,2,3,0.44,0.834,8.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
116.0,97.1,10,27.3,17.0,500,289,122,0,1,3,0.578,0.837,6.78,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
62.4,39.7,33,2.0,17.0,1500,1396,167,2,1,0,0.931,0.636,9.28,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
105.1,75.6,19,2.3,10.1,500,228,75,2,1,5,0.456,0.719,6.76,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
132.8,120.6,17,33.0,9.3,1000,873,455,0,1,4,0.873,0.908,44.17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
81.1,48.8,38,27.6,12.5,800,652,264,2,1,0,0.815,0.602,19.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
92.0,67.0,10,2.7,4.9,500,295,204,0,1,0,0.59,0.728,34.58,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77.4,71.1,22,27.7,9.5,800,237,322,0,1,0,0.296,0.919,30.67,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
122.5,115.7,7,27.4,13.1,1000,792,148,0,2,4,0.792,0.944,10.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
91.0,65.3,31,2.9,23.4,1000,453,344,2,1,2,0.453,0.718,14.1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
88.7,55.7,23,22.2,21.6,1500,900,337,2,1,5,0.6,0.628,14.91,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
99.6,77.2,27,21.7,13.6,500,65,277,2,2,0,0.13,0.775,18.97,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
60.6,39.5,116,32.5,19.2,1000,169,409,2,1,6,0.169,0.652,20.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
142.4,127.1,62,2.4,18.9,1500,393,132,2,2,3,0.262,0.893,6.63,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
119.7,81.4,46,2.9,20.5,800,384,277,2,3,3,0.48,0.68,12.88,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
128.3,116.2,20,22.5,5.9,500,127,128,2,2,4,0.254,0.906,18.55,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
129.1,118.4,127,28.6,14.2,1500,934,79,2,2,6,0.623,0.917,5.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
178.2,100.0,47,28.1,28.6,1500,1368,301,2,2,4,0.912,0.561,10.17,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
104.5,76.3,71,5.9,21.2,800,414,112,1,1,2,0.518,0.73,5.05,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
25.9,24.2,29,24.6,16.2,1000,727,375,2,1,5,0.727,0.934,21.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
164.0,151.9,46,24.7,17.7,1500,1146,111,2,2,5,0.764,0.926,5.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
63.1,48.5,15,4.5,46.7,1500,560,193,2,1,2,0.373,0.769,4.05,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50.7,37.4,44,5.2,16.6,800,724,155,2,2,0,0.905,0.738,8.81,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17.8,14.6,8,2.3,18.9,500,439,159,2,2,6,0.878,0.82,7.99,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
68.5,62.7,88,19.0,10.5,1000,551,137,2,1,4,0.551,0.915,11.91,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
108.9,81.3,34,2.8,16.2,1500,1245,254,2,1,6,0.83,0.747,14.77,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
67.6,60.3,40,3.4,2.7,800,635,274,2,2,1,0.794,0.892,74.05,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
116.8,72.1,26,4.4,10.0,800,436,85,2,3,3,0.545,0.617,7.73,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
165.3,67.0,43,34.5,11.7,800,293,152,2,1,5,0.366,0.405,11.97,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
158.2,128.5,45,24.2,41.2,500,266,92,2,1,0,0.532,0.812,2.18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
86.4,64.2,31,21.7,30.9,1500,1289,404,2,2,2,0.859,0.743,12.66,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
159.8,122.2,31,4.6,32.8,1000,604,251,2,2,0,0.604,0.765,7.43,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
57.5,52.4,17,3.7,20.3,800,307,158,2,1,3,0.384,0.911,7.42,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
104.6,87.0,17,5.2,14.3,1500,722,328,0,1,1,0.481,0.832,21.44,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
97.7,55.6,116,22.5,2.9,500,464,174,2,1,2,0.928,0.569,44.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
26.0,19.3,28,24.8,11.0,800,372,83,1,2,4,0.465,0.742,6.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35.5,27.2,86,5.4,7.2,800,298,153,2,2,1,0.372,0.766,18.66,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
52.0,38.3,113,4.7,19.1,1500,1151,204,2,1,1,0.767,0.737,10.15,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
151.4,109.2,72,4.7,12.0,1500,673,332,0,2,0,0.449,0.721,25.54,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
60.2,36.2,35,33.5,6.2,500,238,72,2,1,3,0.476,0.601,10.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
57.8,40.9,43,27.2,4.2,1000,757,284,2,1,4,0.757,0.708,54.62,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
64.3,59.1,26,28.9,20.2,500,434,196,2,2,2,0.868,0.919,9.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
58.4,44.5,22,25.9,8.4,1000,251,222,2,2,4,0.251,0.762,23.62,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
103.2,96.1,27,22.0,14.0,1500,697,227,2,1,5,0.465,0.931,15.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
34.3,20.5,11,33.8,12.2,1500,1328,410,0,1,3,0.885,0.598,31.06,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
74.1,42.7,30,32.8,17.4,1000,304,231,1,3,1,0.304,0.576,12.55,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
37.6,35.4,156,4.9,8.3,1000,398,387,2,3,4,0.398,0.941,41.61,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
76.4,59.0,26,6.6,9.5,800,237,287,2,1,4,0.296,0.772,27.33,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
83.1,54.6,23,2.9,10.1,1000,756,77,2,1,3,0.756,0.657,6.94,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
159.9,131.4,48,25.7,30.0,800,660,199,2,2,6,0.825,0.822,6.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
137.0,79.9,18,21.5,23.1,800,529,302,2,3,1,0.661,0.583,12.53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
69.8,40.4,167,24.9,24.8,1000,214,128,2,3,6,0.214,0.579,4.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
156.2,125.6,6,21.9,24.0,1000,739,275,0,2,5,0.739,0.804,11.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
103.8,88.7,8,27.3,10.8,1500,800,163,0,2,2,0.533,0.855,13.81,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
166.5,113.1,32,28.6,9.8,1000,798,276,2,3,1,0.798,0.679,25.56,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
66.5,47.3,34,22.8,13.4,800,109,396,2,2,3,0.136,0.711,27.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
93.1,73.5,15,23.9,19.5,1000,776,425,2,1,2,0.776,0.789,20.73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
158.3,128.8,76,3.6,7.8,800,666,475,2,2,2,0.832,0.814,53.98,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35.6,23.7,31,27.5,8.3,500,385,51,1,3,6,0.77,0.666,5.48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
130.0,97.6,10,25.2,16.1,1000,828,374,0,2,5,0.828,0.751,21.87,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
91.7,67.0,6,3.9,4.5,1500,1122,236,0,2,6,0.748,0.731,42.91,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
115.8,79.0,8,25.7,4.0,800,397,229,0,2,2,0.496,0.682,45.8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
63.3,56.8,63,32.2,17.8,800,305,148,2,1,4,0.381,0.897,7.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
63.7,54.7,75,34.6,14.2,1000,869,245,2,1,0,0.869,0.859,16.12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
44.5,41.7,31,20.5,9.7,1500,665,373,2,2,1,0.443,0.937,34.86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
88.7,62.3,11,5.1,20.3,1000,932,182,2,1,0,0.932,0.702,8.54,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
138.5,81.1,22,25.1,6.4,1000,616,228,0,1,4,0.616,0.586,30.81,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
89.2,74.8,18,29.2,19.2,500,186,589,2,1,5,0.372,0.839,29.16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
155.9,67.0,24,35.8,2.8,800,134,470,0,1,6,0.168,0.43,123.68,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
192.2,192.2,24,31.7,3.2,1500,268,346,0,1,4,0.179,1.0,82.38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
56.4,47.2,31,4.0,13.2,500,326,158,2,2,0,0.652,0.837,11.13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
113.5,100.1,7,26.6,9.8,500,454,634,0,3,3,0.908,0.882,58.7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
178.7,153.8,78,36.7,7.7,800,314,120,2,1,4,0.392,0.861,13.79,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
50.0,31.7,102,4.7,15.6,1500,1064,268,2,1,6,0.709,0.634,16.14,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
43.1,34.4,41,8.0,20.6,1500,451,292,2,1,3,0.301,0.798,13.52,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
99.9,67.6,55,4.8,5.3,800,536,249,2,2,0,0.67,0.677,39.52,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
215.7,148.3,41,6.6,16.6,1500,220,227,2,3,2,0.147,0.688,12.9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
56.4,45.1,16,22.1,54.2,1500,715,265,2,1,5,0.477,0.8,4.8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
58.7,57.5,24,33.6,10.7,800,276,173,2,3,6,0.345,0.98,14.79,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
61.9,39.5,22,5.0,11.7,800,584,376,0,1,3,0.73,0.638,29.61,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
100.4,90.7,109,29.0,29.3,500,425,150,2,2,1,0.85,0.903,4.95,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
161.3,121.6,48,27.4,9.1,500,382,168,2,2,3,0.764,0.754,16.63,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
119.8,109.7,176,27.5,20.1,800,421,266,2,1,1,0.526,0.916,12.61,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
170.5,67.0,78,3.9,4.8,800,668,492,0,2,5,0.835,0.393,84.83,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
50.5,49.3,30,4.9,15.7,1500,939,96,1,1,1,0.626,0.976,5.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
86.94999999999999,62.7,82,4.0,17.6,800,253,247,2,2,0,0.316,0.721,13.28,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
132.7,115.6,48,23.7,13.3,1000,611,343,2,3,5,0.611,0.871,23.99,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
129.9,85.2,50,22.0,35.9,500,117,122,2,1,1,0.234,0.656,3.31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
36.2,27.1,192,28.7,22.1,800,140,299,1,1,1,0.175,0.749,12.94,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
95.8,67.0,86,21.5,16.0,500,98,230,2,2,3,0.196,0.699,13.53,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
179.9,154.5,35,24.7,19.8,1000,701,206,2,1,2,0.701,0.859,9.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
103.6,82.4,122,27.2,7.7,500,97,234,2,2,6,0.194,0.795,26.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
